TransactionID,CustomerID,TransactionDate,ProductID,ProductName,Category,Price,Quantity,TotalAmount,Age,Gender
1419,979,2023-01-12,143,investment,Home & Garden,163.26,5,816.3,35,Male
1420,991,2023-01-11,123,possible,Electronics,132.54,5,662.7,36,Other
1421,531,2023-03-10,137,without,Electronics,94.64,5,473.2,34,Other
1422,507,2023-07-03,131,rise,Clothing,31.41,4,125.64,48,Female
1423,369,2023-08-15,147,skin,Clothing,84.52,1,84.52,61,Other
1424,356,2022-12-17,125,prepare,Home & Garden,68.74,5,343.7,21,Other
1425,222,2023-07-09,142,bank,Home & Garden,180.46,5,902.3,50,Male
1426,319,2023-01-24,120,five,Beauty,134.8,1,134.8,25,Other
1427,683,2023-08-19,116,consider,Electronics,89.7,5,448.5,36,Other
1428,272,2023-10-27,142,must,Beauty,141.53,1,141.53,49,Male
1429,380,2023-05-29,136,where,Beauty,18.71,4,74.84,35,Female
1430,608,2023-09-27,109,sport,Clothing,115.38,2,230.76,57,Other
1431,718,2023-01-24,101,who,Clothing,14.93,5,74.65,33,Male
1432,380,2023-11-07,139,yard,Electronics,10.92,4,43.68,25,Female
1433,9,2023-10-14,148,agent,Electronics,150.67,4,602.68,57,Male
1434,24,2023-05-22,116,best,Beauty,35.01,3,105.03,18,Male
1435,25,2023-03-15,121,benefit,Electronics,131.38,4,525.52,27,Female
1436,466,2023-09-10,105,opportunity,Home & Garden,101.42,5,507.1,57,Female
1437,198,2023-11-03,101,night,Clothing,94.77,2,189.54,51,Female
1438,799,2023-04-29,134,notice,Home & Garden,110.09,3,330.27,60,Other
1439,270,2022-12-08,133,total,Beauty,24.91,2,49.82,60,Female
1440,767,2023-03-28,142,president,Electronics,26.88,5,134.4,36,Male
1441,264,2023-10-20,115,current,Home & Garden,48.42,4,193.68,57,Female
1442,136,2023-03-02,106,day,Beauty,168.72,5,843.6,55,Male
1443,70,2022-12-12,142,high,Clothing,31.35,3,94.05,41,Male
1444,903,2022-12-16,108,over,Clothing,93.5,2,187.0,58,Female
1445,491,2023-08-27,117,number,Home & Garden,158.0,2,316.0,63,Other
1446,12,2023-10-04,143,college,Beauty,16.98,4,67.92,25,Male
1447,571,2023-11-19,113,risk,Electronics,152.06,1,152.06,58,Female
1448,942,2023-08-20,144,investment,Home & Garden,138.7,2,277.4,38,Male
1449,595,2023-08-18,117,apply,Clothing,186.93,2,373.86,65,Male
1450,844,2022-12-26,106,good,Clothing,59.74,4,238.96,27,Other
1451,657,2023-10-12,110,year,Electronics,36.41,2,72.82,45,Female
1452,138,2023-05-30,101,sound,Home & Garden,86.66,4,346.64,26,Other
1453,560,2022-12-26,144,plant,Home & Garden,153.5,4,614.0,34,Female
1454,847,2023-01-30,115,sister,Beauty,182.48,5,912.4,66,Female
1455,63,2023-03-22,142,glass,Electronics,19.76,1,19.76,29,Male
1456,697,2022-12-10,119,evidence,Beauty,79.05,1,79.05,27,Male
1457,223,2023-03-12,101,major,Beauty,159.66,1,159.66,21,Male
1458,809,2023-05-19,104,fight,Home & Garden,40.48,5,202.4,54,Female
1459,666,2022-12-15,135,evening,Home & Garden,50.57,4,202.28,65,Other
1460,593,2023-07-15,134,suggest,Beauty,28.8,4,115.2,33,Male
1461,52,2023-08-16,148,method,Clothing,132.59,5,662.95,35,Female
1462,168,2023-02-16,147,century,Home & Garden,63.47,5,317.35,69,Female
1463,286,2023-03-29,128,democratic,Electronics,194.01,3,582.03,23,Female
1464,578,2023-08-14,131,fast,Beauty,57.5,2,115.0,36,Male
1465,90,2023-03-10,150,tonight,Clothing,31.56,4,126.24,28,Other
1466,4,2023-01-24,130,eight,Beauty,101.13,5,505.65,66,Female
1467,938,2023-08-31,122,customer,Clothing,14.65,1,14.65,44,Male
1468,953,2023-07-30,135,quite,Home & Garden,136.51,4,546.04,32,Other
1469,920,2023-09-15,135,government,Beauty,165.27,1,165.27,20,Female
1470,77,2023-02-26,139,international,Home & Garden,99.1,3,297.3,70,Male
1471,548,2022-12-31,138,capital,Electronics,101.52,3,304.56,34,Male
1472,987,2023-03-05,123,professional,Beauty,100.37,5,501.85,30,Female
1473,720,2023-10-17,136,sometimes,Electronics,189.18,3,567.54,64,Female
1474,439,2023-07-19,134,mention,Clothing,10.89,5,54.45,28,Other
1475,869,2023-02-17,140,few,Home & Garden,91.63,4,366.52,20,Other
1476,518,2023-07-17,124,ahead,Electronics,30.83,3,92.49,53,Female
1477,435,2023-05-19,146,particular,Clothing,60.44,4,241.76,36,Female
1478,22,2023-11-02,105,receive,Home & Garden,180.58,5,902.9,40,Female
1479,316,2023-11-21,102,blue,Electronics,41.2,1,41.2,66,Other
1480,330,2023-06-22,120,short,Home & Garden,12.71,1,12.71,31,Female
1481,1,2023-02-15,109,able,Home & Garden,15.22,5,76.1,69,Female
1482,386,2023-03-18,133,turn,Home & Garden,127.62,4,510.48,36,Other
1483,872,2022-12-06,104,road,Home & Garden,141.46,5,707.3,45,Male
1484,895,2022-12-22,133,commercial,Clothing,22.81,1,22.81,27,Female
1485,71,2023-03-08,144,mission,Electronics,62.12,2,124.24,34,Male
1486,440,2023-08-28,106,serve,Electronics,142.9,2,285.8,56,Male
1487,866,2023-11-18,137,everything,Clothing,172.17,5,860.85,58,Male
1488,554,2023-07-13,138,technology,Clothing,45.04,2,90.08,67,Female
1489,718,2023-05-20,111,up,Electronics,118.8,3,356.4,56,Male
1490,1000,2023-07-04,142,main,Home & Garden,25.16,4,100.64,27,Male
1491,590,2023-08-30,116,south,Electronics,130.55,4,522.2,34,Male
1492,65,2023-06-22,115,international,Beauty,127.59,2,255.18,70,Other
1493,970,2023-04-14,103,on,Home & Garden,29.01,1,29.01,40,Other
1494,127,2023-07-30,125,way,Clothing,163.85,2,327.7,31,Other
1495,85,2023-01-25,101,pressure,Home & Garden,141.47,1,141.47,70,Other
1496,578,2023-07-18,118,you,Electronics,187.88,2,375.76,31,Male
1497,506,2023-03-29,140,close,Home & Garden,146.62,5,733.1,55,Female
1498,916,2023-03-05,144,claim,Clothing,169.99,4,679.96,68,Male
1499,262,2022-12-20,108,drug,Clothing,118.74,4,474.96,42,Other
1500,799,2023-03-07,148,reflect,Electronics,59.1,4,236.4,66,Other
1501,42,2023-03-18,129,executive,Clothing,162.69,5,813.45,55,Other
1502,784,2023-01-10,133,firm,Electronics,71.24,1,71.24,54,Male
1503,106,2023-10-16,142,personal,Home & Garden,51.78,5,258.9,57,Other
1504,751,2022-12-31,123,affect,Electronics,131.6,4,526.4,22,Female
1505,708,2023-10-07,134,clearly,Clothing,123.64,5,618.2,47,Female
1506,454,2023-07-25,149,different,Clothing,22.19,2,44.38,53,Female
1507,759,2023-07-21,123,experience,Electronics,95.68,4,382.72,62,Female
1508,832,2022-12-19,138,staff,Home & Garden,156.46,1,156.46,56,Other
1509,92,2023-03-29,122,performance,Clothing,128.68,3,386.04,59,Male
1510,560,2023-01-08,128,wide,Clothing,123.63,3,370.89,57,Female
1511,444,2023-05-17,132,after,Electronics,172.31,2,344.62,68,Male
1512,375,2023-11-29,128,resource,Electronics,106.02,5,530.1,54,Male
1513,274,2023-07-01,143,able,Home & Garden,138.43,1,138.43,34,Other
1514,807,2023-05-23,121,treatment,Beauty,193.65,4,774.6,30,Male
1515,447,2023-09-24,110,serious,Electronics,115.36,2,230.72,38,Female
1516,281,2023-09-22,110,education,Beauty,95.12,5,475.6,53,Female
1517,934,2023-08-22,119,area,Electronics,67.58,1,67.58,30,Female
1518,465,2023-02-04,145,left,Home & Garden,182.81,4,731.24,36,Female
1519,101,2023-06-16,115,free,Clothing,198.18,4,792.72,39,Female
1520,716,2023-06-05,107,daughter,Clothing,126.51,3,379.53,40,Male
1521,216,2022-12-17,110,help,Beauty,21.08,3,63.24,40,Other
1522,143,2023-04-28,126,close,Beauty,12.55,4,50.2,56,Male
1523,891,2023-10-03,150,among,Clothing,45.71,4,182.84,23,Other
1524,928,2023-03-29,103,there,Electronics,186.45,1,186.45,58,Other
1525,314,2023-02-17,113,because,Home & Garden,88.1,3,264.3,30,Female
1526,674,2023-01-28,150,company,Electronics,64.5,4,258.0,39,Female
1527,852,2023-04-15,119,teach,Beauty,98.23,1,98.23,18,Male
1528,264,2023-03-07,147,six,Clothing,148.52,2,297.04,21,Other
1529,316,2022-12-18,103,no,Home & Garden,114.97,3,344.91,44,Other
1530,743,2023-03-11,104,town,Clothing,55.93,5,279.65,45,Male
1531,507,2023-08-07,149,far,Home & Garden,27.83,2,55.66,36,Male
1532,498,2023-08-07,110,office,Beauty,178.81,5,894.05,56,Male
1533,951,2023-09-20,138,memory,Electronics,104.9,4,419.6,19,Male
1534,375,2023-07-18,104,generation,Beauty,139.99,5,699.95,50,Male
1535,131,2023-10-15,128,son,Beauty,165.76,5,828.8,37,Female
1536,443,2023-02-13,101,behavior,Home & Garden,116.02,2,232.04,70,Other
1537,575,2023-09-09,143,provide,Home & Garden,196.74,1,196.74,59,Female
1538,341,2023-04-22,108,vote,Electronics,128.84,1,128.84,27,Male
1539,840,2023-07-27,135,perform,Beauty,127.94,3,383.82,61,Other
1540,473,2023-08-04,144,ground,Home & Garden,128.13,1,128.13,66,Female
1541,749,2023-06-11,149,despite,Electronics,36.91,3,110.73,54,Male
1542,575,2023-03-05,102,mission,Beauty,189.05,5,945.25,30,Female
1543,638,2023-06-25,108,just,Electronics,48.81,2,97.62,48,Male
1544,605,2023-08-15,141,offer,Beauty,49.32,4,197.28,46,Female
1545,379,2023-01-09,108,city,Home & Garden,59.02,2,118.04,48,Female
1546,528,2023-01-12,149,control,Electronics,146.99,1,146.99,24,Female
1547,811,2023-09-02,115,difficult,Beauty,131.5,2,263.0,38,Male
1548,249,2023-01-15,137,PM,Home & Garden,174.07,1,174.07,46,Female
1549,670,2023-06-27,143,including,Home & Garden,42.62,3,127.86,38,Female
1550,691,2023-05-19,121,own,Electronics,29.5,2,59.0,18,Other
1551,571,2023-11-10,111,recognize,Beauty,139.03,4,556.12,30,Female
1552,422,2022-12-15,149,never,Home & Garden,195.01,1,195.01,42,Male
1553,79,2023-07-16,138,difficult,Clothing,46.52,5,232.6,34,Other
1554,222,2023-10-11,111,themselves,Electronics,119.42,5,597.1,62,Female
1555,837,2023-10-22,110,significant,Electronics,194.8,4,779.2,23,Male
1556,650,2022-12-20,114,change,Clothing,77.59,5,387.95,18,Male
1557,202,2023-03-02,108,through,Clothing,174.1,3,522.3,41,Other
1558,582,2023-07-08,128,plan,Clothing,13.27,4,53.08,43,Female
1559,602,2023-07-06,114,movement,Beauty,39.38,3,118.14,57,Other
1560,794,2023-08-14,146,walk,Beauty,166.34,5,831.7,57,Male
1561,346,2023-11-23,121,health,Electronics,153.7,2,307.4,35,Female
1562,908,2023-07-23,130,we,Home & Garden,129.9,1,129.9,29,Female
1563,922,2023-04-18,125,whatever,Electronics,23.56,1,23.56,52,Male
1564,448,2023-03-01,141,car,Home & Garden,30.93,1,30.93,33,Other
1565,745,2023-05-19,116,capital,Beauty,78.89,1,78.89,35,Other
1566,576,2023-02-26,146,apply,Electronics,66.25,3,198.75,28,Other
1567,28,2023-06-11,132,prove,Clothing,141.25,4,565.0,46,Female
1568,946,2023-02-23,149,top,Clothing,155.08,2,310.16,36,Male
1569,219,2023-07-06,126,them,Beauty,94.26,4,377.04,35,Other
1570,862,2023-06-04,133,under,Clothing,17.62,4,70.48,55,Female
1571,749,2023-06-08,127,sort,Home & Garden,96.94,4,387.76,35,Male
1572,639,2023-05-14,127,federal,Electronics,65.42,1,65.42,36,Female
1573,145,2023-10-13,125,product,Home & Garden,57.28,4,229.12,33,Male
1574,805,2023-03-29,142,art,Clothing,197.27,2,394.54,66,Female
1575,70,2023-01-01,150,true,Home & Garden,62.63,5,313.15,43,Other
1576,432,2023-11-07,146,understand,Clothing,36.26,3,108.78,46,Female
1577,967,2023-09-11,123,community,Clothing,115.07,3,345.21,29,Male
1578,136,2023-05-19,108,eat,Home & Garden,23.07,2,46.14,32,Male
1579,362,2023-08-15,107,whole,Electronics,153.95,4,615.8,64,Other
1580,426,2023-08-17,145,begin,Beauty,52.3,4,209.2,64,Male
1581,784,2023-10-05,135,must,Home & Garden,69.55,5,347.75,61,Female
1582,95,2023-04-17,117,serve,Home & Garden,30.3,1,30.3,52,Male
1583,706,2022-12-26,140,Congress,Home & Garden,31.94,2,63.88,64,Male
1584,187,2023-05-06,138,yet,Clothing,122.14,5,610.7,61,Female
1585,794,2023-10-22,145,may,Home & Garden,116.06,1,116.06,20,Female
1586,980,2023-10-21,128,green,Clothing,55.44,4,221.76,45,Female
1587,345,2023-02-21,145,likely,Home & Garden,61.61,4,246.44,47,Female
1588,61,2023-07-01,130,great,Home & Garden,52.56,1,52.56,45,Male
1589,27,2023-01-26,148,finish,Home & Garden,72.18,3,216.54,35,Other
1590,49,2023-10-11,114,away,Beauty,34.23,1,34.23,67,Other
1591,703,2023-04-10,103,side,Clothing,138.76,3,416.28,60,Male
1592,107,2023-03-31,106,feel,Electronics,141.59,3,424.77,33,Male
1593,190,2023-03-20,104,better,Clothing,135.86,2,271.72,54,Other
1594,735,2023-10-24,150,down,Beauty,161.83,1,161.83,26,Male
1595,802,2023-09-18,110,name,Electronics,186.68,3,560.04,38,Other
1596,870,2023-11-09,143,interesting,Clothing,97.63,4,390.52,43,Male
1597,607,2023-03-13,108,performance,Electronics,66.0,1,66.0,19,Other
1598,866,2023-09-05,113,perhaps,Clothing,26.43,5,132.15,29,Female
1599,286,2023-08-21,103,skill,Clothing,103.58,3,310.74,66,Female
1600,276,2023-07-29,101,you,Electronics,119.13,3,357.39,30,Other
1601,472,2023-06-17,141,former,Electronics,15.2,3,45.6,67,Other
1602,272,2023-06-04,103,policy,Electronics,126.79,5,633.95,39,Other
1603,752,2023-03-16,144,total,Home & Garden,52.79,5,263.95,27,Other
1604,707,2023-12-03,139,bit,Electronics,84.83,3,254.49,62,Other
1605,259,2022-12-09,118,phone,Electronics,35.62,5,178.1,47,Male
1606,895,2023-01-26,105,early,Clothing,36.44,2,72.88,47,Other
1607,579,2023-09-17,109,father,Clothing,89.32,3,267.96,20,Male
1608,587,2023-11-30,134,time,Electronics,113.13,3,339.39,63,Male
1609,98,2023-03-13,108,have,Beauty,47.38,4,189.52,34,Female
1610,57,2023-03-28,126,forward,Beauty,113.46,3,340.38,35,Other
1611,666,2023-03-10,102,social,Home & Garden,171.48,2,342.96,48,Other
1612,503,2023-11-26,109,west,Electronics,181.5,1,181.5,67,Female
1613,436,2023-03-12,115,tell,Clothing,91.04,5,455.2,44,Female
1614,982,2022-12-11,104,hotel,Beauty,130.86,5,654.3,22,Female
1615,702,2023-05-12,120,why,Clothing,21.97,5,109.85,54,Male
1616,575,2023-11-10,126,it,Home & Garden,62.29,2,124.58,63,Male
1617,597,2023-06-28,115,long,Beauty,63.07,5,315.35,32,Female
1618,858,2022-12-07,107,away,Clothing,168.38,2,336.76,63,Male
1619,144,2023-06-23,104,modern,Home & Garden,182.27,3,546.81,64,Female
1620,997,2023-03-31,111,home,Beauty,81.56,5,407.8,57,Female
1621,655,2023-04-07,104,such,Electronics,130.12,2,260.24,42,Male
1622,297,2023-04-09,138,them,Electronics,193.27,2,386.54,30,Other
1623,968,2023-10-26,130,everyone,Home & Garden,178.22,3,534.66,62,Female
1624,485,2023-10-13,119,newspaper,Home & Garden,31.72,3,95.16,62,Female
1625,224,2023-06-13,150,true,Home & Garden,147.03,2,294.06,24,Male
1626,656,2023-03-30,122,son,Beauty,143.88,1,143.88,55,Male
1627,30,2023-01-10,135,million,Beauty,182.46,4,729.84,53,Female
1628,791,2023-11-19,106,effort,Clothing,94.34,5,471.7,55,Male
1629,12,2023-03-04,105,talk,Home & Garden,100.72,5,503.6,56,Female
1630,706,2023-08-02,129,mind,Electronics,197.21,2,394.42,27,Female
1631,459,2023-06-18,135,cost,Electronics,137.34,3,412.02,40,Other
1632,714,2023-03-08,113,do,Electronics,70.65,4,282.6,37,Female
1633,971,2023-09-08,135,toward,Clothing,59.01,5,295.05,50,Male
1634,50,2023-05-01,108,western,Electronics,184.86,2,369.72,69,Other
1635,584,2023-11-16,101,some,Clothing,143.18,2,286.36,24,Female
1636,571,2023-01-23,132,long,Home & Garden,90.23,3,270.69,61,Other
1637,341,2023-11-07,140,number,Home & Garden,111.2,2,222.4,22,Female
1638,238,2023-04-21,122,either,Electronics,73.91,3,221.73,36,Male
1639,359,2023-03-12,139,apply,Electronics,11.47,4,45.88,23,Female
1640,589,2023-03-14,145,rise,Home & Garden,105.2,1,105.2,29,Male
1641,460,2023-05-29,143,animal,Clothing,134.82,2,269.64,29,Male
1642,467,2023-08-05,136,to,Beauty,148.31,4,593.24,57,Female
1643,87,2023-10-21,127,mission,Electronics,187.08,4,748.32,49,Male
1644,360,2023-06-13,144,back,Home & Garden,52.33,3,156.99,21,Male
1645,337,2023-03-05,131,us,Clothing,130.7,4,522.8,37,Other
1646,733,2023-01-02,116,window,Home & Garden,127.49,4,509.96,54,Other
1647,513,2023-01-24,139,then,Clothing,182.96,3,548.88,40,Female
1648,40,2023-02-20,148,in,Beauty,47.9,2,95.8,68,Female
1649,989,2023-07-19,111,choice,Home & Garden,164.62,3,493.86,58,Male
1650,213,2023-06-28,148,mention,Beauty,29.88,5,149.4,47,Other
1651,975,2023-02-21,115,on,Clothing,39.39,2,78.78,23,Other
1652,87,2023-07-28,118,already,Clothing,36.11,4,144.44,64,Other
1653,747,2023-07-18,119,few,Electronics,59.17,3,177.51,34,Female
1654,493,2023-08-14,120,whatever,Home & Garden,105.3,4,421.2,29,Male
1655,818,2023-03-14,103,indeed,Electronics,22.01,3,66.03,45,Male
1656,718,2023-07-26,143,price,Clothing,51.5,5,257.5,39,Other
1657,686,2023-08-10,112,interview,Home & Garden,147.14,4,588.56,45,Female
1658,726,2023-12-03,137,note,Clothing,44.3,1,44.3,60,Male
1659,504,2023-02-27,136,law,Electronics,120.97,5,604.85,52,Female
1660,309,2023-02-09,149,example,Electronics,108.29,1,108.29,27,Male
1661,621,2023-01-02,115,start,Electronics,86.33,2,172.66,51,Female
1662,476,2023-03-20,133,rise,Beauty,76.82,2,153.64,48,Male
1663,409,2023-11-10,118,daughter,Electronics,77.34,3,232.02,21,Female
1664,70,2022-12-10,118,tend,Home & Garden,179.38,1,179.38,65,Female
1665,895,2023-09-08,142,movement,Electronics,51.47,3,154.41,24,Female
1666,458,2023-09-07,146,air,Electronics,185.82,1,185.82,44,Female
1667,498,2023-04-15,115,half,Beauty,81.18,3,243.54,31,Male
1668,137,2023-05-30,135,several,Home & Garden,12.95,5,64.75,23,Male
1669,706,2022-12-22,133,down,Electronics,98.05,4,392.2,49,Other
1670,340,2023-11-11,102,out,Home & Garden,172.72,2,345.44,32,Female
1671,629,2023-11-10,118,southern,Electronics,44.04,3,132.12,36,Female
1672,497,2023-11-06,135,maybe,Electronics,103.59,1,103.59,36,Female
1673,913,2023-03-01,144,issue,Electronics,94.24,5,471.2,60,Other
1674,322,2023-06-25,107,dream,Beauty,36.84,3,110.52,31,Male
1675,297,2023-10-02,137,approach,Clothing,97.39,3,292.17,31,Female
1676,641,2022-12-18,143,ten,Electronics,15.66,4,62.64,70,Male
1677,412,2023-08-02,146,letter,Electronics,116.49,1,116.49,55,Female
1678,736,2023-08-06,123,begin,Electronics,82.98,5,414.9,27,Female
1679,599,2023-02-08,114,herself,Home & Garden,176.97,5,884.85,67,Male
1680,683,2023-05-27,121,bring,Clothing,89.97,3,269.91,25,Female
1681,838,2023-02-10,118,edge,Electronics,18.58,2,37.16,48,Other
1682,799,2023-11-14,130,long,Clothing,107.42,2,214.84,40,Female
1683,773,2022-12-07,102,debate,Beauty,157.7,4,630.8,65,Female
1684,830,2023-07-15,147,good,Home & Garden,152.26,5,761.3,29,Female
1685,650,2023-01-01,110,best,Clothing,28.9,4,115.6,65,Male
1686,401,2023-08-06,138,decade,Clothing,46.27,5,231.35,34,Female
1687,616,2023-03-17,126,nothing,Beauty,116.99,2,233.98,35,Male
1688,374,2022-12-10,125,can,Electronics,114.47,2,228.94,40,Other
1689,196,2023-09-30,103,window,Electronics,153.06,3,459.18,51,Male
1690,381,2023-03-22,116,might,Beauty,149.99,3,449.97,70,Other
1691,203,2022-12-27,101,above,Home & Garden,148.78,1,148.78,28,Male
1692,941,2023-01-20,143,cut,Clothing,122.31,2,244.62,51,Male
1693,520,2022-12-14,147,beyond,Electronics,109.91,1,109.91,64,Male
1694,937,2023-06-20,126,memory,Clothing,80.66,3,241.98,35,Other
1695,403,2022-12-10,120,foreign,Home & Garden,61.62,5,308.1,70,Other
1696,687,2023-01-15,109,interesting,Home & Garden,13.64,2,27.28,68,Female
1697,459,2023-11-14,109,become,Electronics,116.12,1,116.12,57,Other
1698,697,2023-07-01,116,performance,Electronics,115.16,2,230.32,31,Other
1699,490,2023-10-28,125,deal,Beauty,176.01,3,528.03,20,Female
1700,314,2023-11-18,101,reason,Beauty,148.92,2,297.84,53,Male
1701,919,2022-12-12,136,cup,Home & Garden,197.31,1,197.31,26,Other
1702,402,2022-12-14,108,its,Home & Garden,101.98,3,305.94,26,Female
1703,516,2023-08-19,120,shoulder,Beauty,34.73,2,69.46,60,Other
1704,870,2023-05-17,106,technology,Clothing,46.11,5,230.55,39,Other
1705,721,2023-10-10,103,director,Home & Garden,43.83,4,175.32,55,Female
1706,691,2023-06-15,111,response,Home & Garden,99.22,1,99.22,25,Male
1707,561,2023-09-12,129,military,Clothing,69.51,3,208.53,30,Female
1708,650,2023-08-06,121,to,Beauty,76.55,4,306.2,57,Female
1709,370,2023-01-14,114,yourself,Beauty,101.02,2,202.04,23,Other
1710,514,2023-09-06,142,find,Home & Garden,100.01,3,300.03,35,Male
1711,899,2022-12-29,110,nearly,Electronics,170.26,1,170.26,44,Male
1712,832,2023-04-05,127,close,Clothing,133.54,4,534.16,60,Other
1713,879,2023-01-02,143,perform,Electronics,73.99,1,73.99,48,Male
1714,437,2023-01-04,149,whom,Electronics,55.5,1,55.5,36,Other
1715,131,2023-10-17,114,step,Beauty,96.22,1,96.22,18,Other
1716,449,2023-09-10,142,enter,Home & Garden,196.05,4,784.2,33,Male
1717,647,2023-03-15,132,key,Beauty,180.49,2,360.98,37,Male
1718,79,2023-01-28,113,well,Home & Garden,182.99,4,731.96,33,Other
1719,736,2023-09-13,118,new,Electronics,110.09,5,550.45,45,Other
1720,819,2023-03-14,107,arrive,Home & Garden,19.84,2,39.68,22,Other
1721,301,2023-08-25,107,early,Electronics,120.81,2,241.62,63,Female
1722,219,2023-05-12,116,catch,Clothing,17.69,1,17.69,61,Male
1723,451,2023-05-23,127,time,Beauty,178.01,5,890.05,23,Other
1724,620,2023-01-10,137,organization,Home & Garden,14.19,1,14.19,67,Other
1725,409,2023-01-20,101,foreign,Home & Garden,44.74,1,44.74,24,Male
1726,604,2023-06-23,140,myself,Beauty,106.43,4,425.72,70,Female
1727,662,2023-02-12,124,their,Beauty,27.25,1,27.25,29,Male
1728,962,2022-12-25,127,smile,Electronics,171.69,2,343.38,47,Female
1729,734,2023-07-08,106,imagine,Clothing,131.76,1,131.76,65,Other
1730,339,2023-01-22,107,wide,Beauty,30.52,2,61.04,32,Male
1731,220,2023-06-03,125,chair,Home & Garden,135.17,5,675.85,32,Other
1732,51,2023-11-18,133,staff,Home & Garden,61.15,1,61.15,56,Male
1733,746,2023-11-21,102,improve,Home & Garden,36.96,1,36.96,61,Other
1734,764,2023-04-11,130,tend,Clothing,84.27,2,168.54,49,Male
1735,977,2022-12-13,132,which,Home & Garden,83.56,1,83.56,66,Other
1736,225,2023-06-10,113,give,Beauty,19.96,1,19.96,21,Other
1737,103,2023-10-30,128,pull,Beauty,136.14,3,408.42,37,Other
1738,859,2023-03-21,106,it,Electronics,57.79,4,231.16,40,Other
1739,799,2023-11-16,126,different,Home & Garden,33.51,3,100.53,67,Female
1740,48,2023-05-16,149,book,Home & Garden,51.93,3,155.79,44,Female
1741,415,2023-10-01,109,very,Electronics,60.65,1,60.65,55,Male
1742,770,2023-03-06,147,discover,Electronics,25.24,2,50.48,44,Other
1743,241,2023-04-14,107,resource,Home & Garden,179.76,2,359.52,20,Female
1744,339,2023-06-01,133,rate,Beauty,34.27,4,137.08,69,Female
1745,776,2023-03-22,127,near,Electronics,152.23,1,152.23,39,Male
1746,762,2023-08-29,115,growth,Clothing,90.4,1,90.4,49,Male
1747,411,2023-07-20,111,list,Beauty,54.45,5,272.25,70,Male
1748,425,2023-07-02,127,grow,Home & Garden,47.27,2,94.54,70,Other
1749,482,2023-01-27,130,nor,Beauty,22.05,1,22.05,18,Other
1750,958,2023-03-10,136,off,Electronics,111.4,3,334.2,62,Female
1751,275,2023-10-13,145,care,Electronics,66.06,5,330.3,69,Other
1752,153,2023-10-17,112,leader,Clothing,146.14,3,438.42,63,Female
1753,860,2023-08-23,132,sure,Electronics,126.06,2,252.12,54,Male
1754,409,2023-12-03,125,provide,Electronics,96.31,2,192.62,30,Female
1755,496,2023-08-12,136,worry,Electronics,40.7,4,162.8,45,Female
1756,386,2023-06-14,140,necessary,Clothing,113.81,5,569.05,50,Female
1757,655,2023-07-23,103,different,Electronics,153.76,4,615.04,33,Other
1758,333,2023-09-12,145,so,Home & Garden,59.95,2,119.9,46,Female
1759,834,2023-10-21,103,personal,Clothing,126.31,1,126.31,65,Male
1760,620,2023-09-03,137,able,Electronics,195.31,3,585.93,20,Female
1761,687,2023-05-22,114,western,Beauty,177.19,3,531.57,26,Other
1762,203,2023-01-11,106,coach,Electronics,167.98,4,671.92,36,Female
1763,474,2023-09-28,121,risk,Electronics,73.32,3,219.96,40,Female
1764,222,2022-12-24,137,ground,Clothing,85.76,4,343.04,44,Other
1765,993,2023-06-12,104,so,Clothing,100.95,3,302.85,24,Female
1766,565,2023-09-30,109,go,Home & Garden,24.16,1,24.16,36,Female
1767,767,2023-03-12,128,force,Beauty,76.82,4,307.28,31,Female
1768,513,2023-03-29,139,teach,Beauty,90.29,2,180.58,68,Male
1769,113,2023-01-19,115,firm,Electronics,10.26,2,20.52,37,Male
1770,825,2022-12-29,118,store,Home & Garden,161.41,2,322.82,22,Male
1771,984,2023-02-04,141,type,Clothing,171.35,4,685.4,63,Female
1772,765,2023-06-13,150,sing,Clothing,58.6,1,58.6,30,Female
1773,952,2023-06-13,110,place,Home & Garden,154.7,3,464.1,44,Other
1774,103,2023-07-19,118,truth,Electronics,84.23,3,252.69,45,Female
1775,537,2023-10-01,111,leg,Clothing,25.3,3,75.9,68,Female
1776,103,2023-02-24,108,political,Clothing,192.33,1,192.33,45,Other
1777,86,2023-10-20,123,community,Electronics,34.26,3,102.78,45,Male
1778,166,2023-03-12,109,me,Clothing,170.9,4,683.6,45,Male
1779,49,2023-07-01,118,outside,Home & Garden,74.99,2,149.98,39,Male
1780,550,2023-02-28,132,career,Clothing,58.17,5,290.85,65,Male
1781,273,2023-02-02,140,difference,Beauty,132.86,2,265.72,35,Male
1782,90,2023-04-19,123,spend,Home & Garden,48.92,5,244.6,55,Other
1783,190,2023-08-13,121,those,Clothing,116.5,5,582.5,70,Female
1784,108,2023-06-25,150,interesting,Home & Garden,152.91,4,611.64,68,Male
1785,300,2023-04-03,124,alone,Beauty,50.76,2,101.52,22,Female
1786,786,2023-06-09,148,significant,Beauty,160.27,1,160.27,64,Male
1787,729,2023-07-27,150,bar,Home & Garden,88.08,5,440.4,42,Female
1788,292,2023-04-09,101,southern,Beauty,149.39,3,448.17,61,Male
1789,611,2023-02-24,106,food,Beauty,10.64,2,21.28,37,Female
1790,98,2023-07-10,125,billion,Clothing,177.33,5,886.65,43,Other
1791,200,2023-11-24,129,believe,Clothing,79.65,5,398.25,20,Female
1792,366,2023-05-06,132,heavy,Beauty,36.94,5,184.7,70,Male
